Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
384,32.0,0.0,0.0,0.0,22.0,52432.0,0.0,38.021000009999995,38.021000009999995,0.0,5815.851905107498,,,,100.89046,1.4173902,102.69739,98.59204,,,,,164.02013,97.5782,447.27792,53.675495,18.578171125379814,12.04386772005197,37.98392642616679,1e-08,0.90953934,0.0,0.90953934,0.90953934,1.2146029671112824e-17,1.0,3.2665710375990695,-3.2284951047746926,490.07095,129.33922,601.8216,-178.44698,100.95425,1.3998777,102.71336,98.68527,-0.0546991,0.023841813,-0.006793482,-0.08413637,425.03199641768526,176.0439229168665,592.9581113652424,-18.998273713784386,0.034593474,0.0,0.034593474,0.034593474,1.0091754,0.21474732,4.028721,0.079926446,1.0019646,0.112331316,1.2,0.8
385,32.0,0.0,17.0,1.0,17.0,52449.0,0.0,30.89100001000001,30.89100001000001,0.0,5822.085986852646,,,,,,,,,,,,,,,,14.17056947777622,9.804189477625691,30.869997041591944,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,32.0,0.0,184.0,2.0,167.0,52616.0,0.0,331.66699999999946,331.66699999999946,0.0,5833.761349439621,,,,,,,,,,,,,,,,164.8075126966479,94.58891801353921,328.94760929889617,1.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,32.0,0.0,346.0,3.0,162.0,52778.0,0.0,322.28699999999964,322.28699999999964,0.0,5845.015743255615,,,,,,,,,,,,,,,,168.3050607635137,92.98752141115624,319.5924172573571,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,32.0,0.0,508.0,4.0,162.0,52940.0,0.0,314.5369999999995,314.5369999999995,0.0,5856.3337206840515,,,,,,,,,,,,,,,,152.12874585398174,93.01780417691927,312.1037246896348,1.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,32.0,0.0,677.0,5.0,169.0,53109.0,0.0,329.79399999999964,329.79399999999964,0.0,5868.117919683456,,,,,,,,,,,,,,,,170.11613485187627,92.13909223592728,326.95173249425306,1.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,32.0,0.0,846.0,6.0,169.0,53278.0,0.0,344.79399999999936,344.79399999999936,0.0,5879.933333873749,,,,,,,,,,,,,,,,172.69534867081418,99.99939494098487,341.9096395714209,1.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,32.0,0.0,985.0,7.0,139.0,53417.0,0.0,272.76300001000016,272.76300001000016,0.0,5889.744519948959,,,,,,,,,,,,,,,,129.44046476165695,80.537837808976,270.99087663747696,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,32.0,0.0,1153.0,8.0,168.0,53585.0,0.0,325.29299999999967,325.29299999999967,0.0,5901.585579156876,,,,,,,,,,,,,,,,162.11544142580195,93.00363434718864,322.6017207561226,0.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,32.0,0.0,1207.0,9.0,54.0,53639.0,0.0,92.92800001000003,92.92800001000003,0.0,5905.635064840317,,,,,,,,,,,,,,,,47.71327220553873,27.26818486485482,92.6796163017203,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,32.0,0.0,1221.0,10.0,14.0,53653.0,0.0,21.263000010000003,21.263000010000003,0.0,5907.677747011185,,,,,,,,,,,,,,,,9.003261626179802,6.526772098844191,21.252520695792928,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,32.0,0.0,1361.0,11.0,140.0,53793.0,0.0,247.88900001000044,247.88900001000044,0.0,5917.597081422806,,,,,,,,,,,,,,,,119.66230037398215,74.19087188627478,246.23835163992837,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,33.0,0.0,0.0,0.0,28.0,53821.0,0.0,46.027000009999995,46.027000009999995,0.0,5963.672904014587,,,,78.63678,2.7031226,83.54789,76.096436,,,,,162.49342,81.3002,362.90607,37.248245,20.24652562256239,12.950143221240294,45.97490722897973,1e-08,0.94110215,0.0,0.94110215,0.94110215,-6.138598149115337e-17,1.0,3.168177540330237,-3.9017940796685915,499.9735,72.138466,588.0404,-4.9964304,78.695816,2.6814969,83.55362,76.18735,-0.049582984,0.023188323,0.0036195964,-0.0815021,454.5122744610555,148.9773913688663,573.4660580240004,9.999993721976352e-09,0.025301805,0.0,0.025301805,0.025301805,1.0102259,0.1928884,3.3869505,0.08890522,1.0042627,0.1081418,1.2,0.8
397,33.0,0.0,158.0,1.0,158.0,53979.0,0.0,307.4070000099997,307.4070000099997,0.0,5979.89843916893,,,,,,,,,,,,,,,,149.03603926749702,90.96480818140523,305.0827388634601,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,33.0,0.0,318.0,2.0,160.0,54139.0,0.0,293.28499999999985,293.28499999999985,0.0,5991.10982966423,,,,,,,,,,,,,,,,142.0745376061514,86.8656608248156,291.0409114894507,1.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,33.0,0.0,483.0,3.0,165.0,54304.0,0.0,300.78999999999996,300.78999999999996,0.0,6002.61709022522,,,,,,,,,,,,,,,,148.12483874647594,84.97141322743916,298.3757777384572,1.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,33.0,0.0,598.0,4.0,115.0,54419.0,0.0,220.61400001000035,220.61400001000035,0.0,6010.92179942131,,,,,,,,,,,,,,,,109.14321182772656,65.06753826163775,219.3807911530966,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,33.0,0.0,761.0,5.0,163.0,54582.0,0.0,311.78799999999984,311.78799999999984,0.0,6022.345511674881,,,,,,,,,,,,,,,,156.08046633578988,86.53973448009636,309.2748158803149,1.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,33.0,0.0,888.0,6.0,127.0,54709.0,0.0,211.6260000100004,211.6260000100004,0.0,6031.342101812363,,,,,,,,,,,,,,,,102.02626447883692,61.4838046397055,210.351301581277,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,33.0,0.0,1055.0,7.0,167.0,54876.0,0.0,286.1670000000002,286.1670000000002,0.0,6043.0652551651,,,,,,,,,,,,,,,,146.58257115860047,78.11043494477057,283.7474458062322,2.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,33.0,0.0,1219.0,8.0,164.0,55040.0,0.0,319.03899999999965,319.03899999999965,0.0,6054.5268449783325,,,,,,,,,,,,,,,,160.3512672386275,91.01790262441203,316.4408833056174,1.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,33.0,0.0,1390.0,9.0,171.0,55211.0,0.0,335.4209999999996,335.4209999999996,0.0,6066.506194114685,,,,,,,,,,,,,,,,171.50824153406063,93.3868067013118,332.5214612158895,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,33.0,0.0,1558.0,10.0,168.0,55379.0,0.0,332.1679999999996,332.1679999999996,0.0,6078.217720508575,,,,,,,,,,,,,,,,166.43610245427467,93.38121333403826,329.40481396016463,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,33.0,0.0,1585.0,11.0,27.0,55406.0,0.0,49.651000009999976,49.651000009999976,0.0,6080.460119724274,,,,,,,,,,,,,,,,20.419935117881643,15.833053741895958,49.60082626780852,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,34.0,0.0,0.0,0.0,168.0,55574.0,0.0,328.0429999999995,328.0429999999995,0.0,6158.42596244812,,,,76.9575,2.1759765,80.93873,73.984146,,,,,130.48206,69.69243,326.21652,35.649734,160.34194828351676,94.4645976394648,325.381793448182,1.626,0.9386449,0.0,0.9386449,0.9386449,-2.4319774184601263e-17,0.9999999999999999,3.645367995475878,-4.312321330629908,495.40063,76.31714,597.8258,20.769373,77.01632,2.1513197,80.94579,74.07487,-0.04955914,0.025413038,0.002121492,-0.081289195,461.01865100992677,135.91905497946263,595.1533103237133,9.999993721976352e-09,0.031587258,0.0,0.031587258,0.031587258,1.0110924,0.25410524,7.205329,0.20686619,0.99840355,0.11770054,1.2,0.8
409,34.0,0.0,165.0,1.0,165.0,55739.0,0.0,308.66499999999985,308.66499999999985,0.0,6174.818763971329,,,,,,,,,,,,,,,,160.077330300286,88.8428056964813,306.0543294829936,1.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,34.0,0.0,338.0,2.0,173.0,55912.0,0.0,355.2979999999992,355.2979999999992,0.0,6186.924642086029,,,,,,,,,,,,,,,,176.9480680142495,102.15799037817527,352.2720256259163,2.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,34.0,0.0,381.0,3.0,43.0,55955.0,0.0,78.91700001000001,78.91700001000001,0.0,6190.25585436821,,,,,,,,,,,,,,,,37.65453743991536,23.76253192478989,78.7629617951879,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,34.0,0.0,518.0,4.0,137.0,56092.0,0.0,244.38600001000043,244.38600001000043,0.0,6199.933116674423,,,,,,,,,,,,,,,,119.92579880521188,70.6289557792725,242.76729329569835,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,34.0,0.0,575.0,5.0,57.0,56149.0,0.0,101.18100001000006,101.18100001000006,0.0,6204.234088420868,,,,,,,,,,,,,,,,49.959639983170696,30.15620591494291,100.90632069416539,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,34.0,0.0,591.0,6.0,16.0,56165.0,0.0,23.51500001000001,23.51500001000001,0.0,6205.721528291702,,,,,,,,,,,,,,,,8.629276315623194,7.242755444517063,23.503543522247227,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,34.0,0.0,764.0,7.0,173.0,56338.0,0.0,325.42299999999966,325.42299999999966,0.0,6217.823560476303,,,,,,,,,,,,,,,,167.00994104753696,91.18253532874022,322.5659846183398,1.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,34.0,0.0,931.0,8.0,167.0,56505.0,0.0,317.41699999999975,317.41699999999975,0.0,6229.533740758896,,,,,,,,,,,,,,,,157.37837580179811,88.18176059800874,314.8202631504253,1.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,34.0,0.0,1015.0,9.0,84.0,56589.0,0.0,168.3330000100002,168.3330000100002,0.0,6235.629625320435,,,,,,,,,,,,,,,,82.64815740031015,52.307491543834914,167.65552103994145,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,34.0,0.0,1085.0,10.0,70.0,56659.0,0.0,112.0690000100001,112.0690000100001,0.0,6240.815052509308,,,,,,,,,,,,,,,,58.1793563165886,32.38154355993326,111.67291180696462,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,34.0,0.0,1158.0,11.0,73.0,56732.0,0.0,116.44700001000014,116.44700001000014,0.0,6246.252404928207,,,,,,,,,,,,,,,,53.17166101468185,33.468374198061845,116.07045392998582,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,34.0,0.0,1328.0,12.0,170.0,56902.0,0.0,332.04499999999956,332.04499999999956,0.0,6258.785360574722,,,,,,,,,,,,,,,,161.65421390136797,91.52945702802627,329.3298113448114,2.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,35.0,0.0,161.0,1.0,161.0,57063.0,0.0,321.66099999999983,321.66099999999983,0.0,6320.70263504982,,,,,,,,,,,,,,,,156.64992320811052,87.51908067066788,319.1708533216821,2.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,35.0,0.0,273.0,2.0,112.0,57175.0,0.0,224.23600001000037,224.23600001000037,0.0,6328.726763963699,,,,,,,,,,,,,,,,106.77510127598164,66.21518849422849,223.06242511822092,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,35.0,0.0,380.0,3.0,107.0,57282.0,0.0,170.60600001000032,170.60600001000032,0.0,6336.38737487793,,,,,,,,,,,,,,,,77.91172113447679,49.56064499210757,169.78932352621374,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,35.0,0.0,451.0,4.0,71.0,57353.0,0.0,116.94500001000009,116.94500001000009,0.0,6341.638376951218,,,,,,,,,,,,,,,,59.02460691166286,33.15008700286894,116.53757905883316,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,35.0,0.0,615.0,5.0,164.0,57517.0,0.0,349.0389999999995,349.0389999999995,0.0,6353.073318243027,,,,,,,,,,,,,,,,177.60595582176614,99.2234712082532,346.16087841236464,1.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,35.0,0.0,677.0,6.0,62.0,57579.0,0.0,124.06100001000011,124.06100001000011,0.0,6357.715126991272,,,,,,,,,,,,,,,,59.79131976305758,36.98646592587765,123.7026640938785,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,35.0,0.0,840.0,7.0,163.0,57742.0,0.0,302.6629999999997,302.6629999999997,0.0,6369.086373090744,,,,,,,,,,,,,,,,150.20440526256803,88.64183673942871,300.24469266348683,0.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,35.0,0.0,1006.0,8.0,166.0,57908.0,0.0,302.1650000099998,302.1650000099998,0.0,6380.7429394721985,,,,,,,,,,,,,,,,153.89197103399306,87.74695601133827,299.6403573265687,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,35.0,0.0,1063.0,9.0,57.0,57965.0,0.0,101.43100001000005,101.43100001000005,0.0,6384.977934122086,,,,,,,,,,,,,,,,50.49685886637656,29.725059402822932,101.15328324278596,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,35.0,0.0,1231.0,10.0,168.0,58133.0,0.0,346.41799999999927,346.41799999999927,0.0,6396.779983043671,,,,,,,,,,,,,,,,173.968368427626,102.60159136468538,343.52968437885414,1.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,35.0,0.0,1249.0,11.0,18.0,58151.0,0.0,27.267000010000007,27.267000010000007,0.0,6398.422565937042,,,,,,,,,,,,,,,,12.127827895676631,8.995204405258047,27.247894709258706,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,36.0,0.0,0.0,0.0,139.0,58290.0,0.0,264.7630000100003,264.7630000100003,0.0,6453.521498441696,,,,88.52806,1.9654387,91.93256,86.23686,,,,,83.76338,38.128986,178.87598,22.331902,131.62721621366913,78.73487306020638,262.9596776723974,1e-08,0.8741574,0.0,0.8741574,0.8741574,3.583428782651802e-17,1.0,3.3301434503798557,-3.736552357046407,497.9085,90.984276,586.47534,-179.95674,88.58031,1.9406303,91.937965,86.31833,-0.043420963,0.02870827,0.003368659,-0.07270165,444.6477597637448,157.214206270504,581.5576843927079,-17.93814640965536,0.034178797,0.0,0.034178797,0.034178797,1.0037388,0.21133623,3.799523,0.095903635,1.0001822,0.11081276,1.2,0.8
433,36.0,0.0,20.0,1.0,20.0,58310.0,0.0,35.01900001,35.01900001,0.0,6460.761203050613,,,,,,,,,,,,,,,,16.2569614498463,11.6174570792647,34.98998508560887,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,36.0,0.0,34.0,2.0,14.0,58324.0,0.0,22.513000010000003,22.513000010000003,0.0,6462.209464073181,,,,,,,,,,,,,,,,10.56496277032048,7.032852212406474,22.50045910803236,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,36.0,0.0,209.0,3.0,175.0,58499.0,0.0,341.1749999999993,341.1749999999993,0.0,6474.438367366791,,,,,,,,,,,,,,,,168.28813439457304,102.41534834166313,338.2637840264979,1.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,36.0,0.0,380.0,4.0,171.0,58670.0,0.0,321.17099999999914,321.17099999999914,0.0,6486.4723579883575,,,,,,,,,,,,,,,,142.13321910555834,97.48140190365196,318.7723991932145,1.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,36.0,0.0,401.0,5.0,21.0,58691.0,0.0,34.770000010000004,34.770000010000004,0.0,6488.318106412888,,,,,,,,,,,,,,,,15.102781040440195,11.176818903534766,34.74175834564965,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,36.0,0.0,489.0,6.0,88.0,58779.0,0.0,181.83700001000025,181.83700001000025,0.0,6494.854693889618,,,,,,,,,,,,,,,,88.63207313667878,54.71426401340096,181.07514528092548,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,36.0,0.0,661.0,7.0,172.0,58951.0,0.0,325.2969999999995,325.2969999999995,0.0,6506.866560459137,,,,,,,,,,,,,,,,161.7012022371687,94.32290429644404,322.5479941209331,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,36.0,0.0,765.0,8.0,104.0,59055.0,0.0,188.85300001000033,188.85300001000033,0.0,6515.010271549225,,,,,,,,,,,,,,,,80.96452328267279,55.89463639613165,188.0297719450548,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,36.0,0.0,812.0,9.0,47.0,59102.0,0.0,88.67100001000004,88.67100001000004,0.0,6518.767784118652,,,,,,,,,,,,,,,,39.62343039128952,27.607223213339246,88.49361924908587,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,36.0,0.0,937.0,10.0,125.0,59227.0,0.0,216.9990000100004,216.9990000100004,0.0,6527.627416849136,,,,,,,,,,,,,,,,106.3794684499812,62.1214202347138,215.6908257369491,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,36.0,0.0,984.0,11.0,47.0,59274.0,0.0,85.54600001000003,85.54600001000003,0.0,6531.242630243301,,,,,,,,,,,,,,,,41.39226647265034,26.766610513146023,85.35999235681427,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,37.0,0.0,0.0,0.0,40.0,59314.0,0.0,65.41400000999997,65.41400000999997,0.0,6578.727016687393,,,,100.932304,4.296093,107.404526,94.424675,,,,,159.96945,73.87979,345.27652,63.743954,31.092391000034088,20.966319623260688,65.2961600620061,1e-08,0.844451,0.0,0.844451,0.844451,3.8163916471489756e-17,1.0,2.316534885269156,-3.2904304177023356,461.08197,117.95161,591.11774,-84.636604,100.996574,4.269456,107.41293,94.521126,-0.055945586,0.02792227,-0.00018050754,-0.088006586,389.59389381840026,166.69953482346625,587.9593605370342,9.999993721976352e-09,0.038574852,0.0,0.038574852,0.038574852,0.9996465,0.2049982,2.6709282,0.11814763,0.9946,0.114100575,1.2,0.8
445,37.0,0.0,176.0,1.0,176.0,59490.0,0.0,343.8009999999995,343.8009999999995,0.0,6595.656482934952,,,,,,,,,,,,,,,,177.6841712977339,95.93604188226314,340.7078293680972,1.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,37.0,0.0,350.0,2.0,174.0,59664.0,0.0,347.42399999999924,347.42399999999924,0.0,6607.87472653389,,,,,,,,,,,,,,,,169.8132708913988,99.1474708141343,344.5036994564355,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,37.0,0.0,527.0,3.0,177.0,59841.0,0.0,336.6769999999994,336.6769999999994,0.0,6620.241224050522,,,,,,,,,,,,,,,,167.21946122245112,97.25135251512735,333.7505905954225,1.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,37.0,0.0,696.0,4.0,169.0,60010.0,0.0,331.91899999999947,331.91899999999947,0.0,6632.036884307861,,,,,,,,,,,,,,,,159.50066545978046,95.1707022935747,329.25636439016915,1.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,37.0,0.0,863.0,5.0,167.0,60177.0,0.0,323.5419999999995,323.5419999999995,0.0,6643.825990438461,,,,,,,,,,,,,,,,157.52288884954677,94.128169060554,320.94346210242315,1.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,37.0,0.0,918.0,6.0,55.0,60232.0,0.0,97.80400001000007,97.80400001000007,0.0,6647.915768623352,,,,,,,,,,,,,,,,45.215803679214844,29.81250164661397,97.56506959672404,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,37.0,0.0,1085.0,7.0,167.0,60399.0,0.0,296.042,296.042,0.0,6659.686697721481,,,,,,,,,,,,,,,,143.64447226405588,83.35773664319952,293.6725045636469,0.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,37.0,0.0,1223.0,8.0,138.0,60537.0,0.0,254.01200001000046,254.01200001000046,0.0,6669.415899991989,,,,,,,,,,,,,,,,123.27896856814759,74.12840295429778,252.335983842144,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,37.0,0.0,1393.0,9.0,170.0,60707.0,0.0,317.1699999999997,317.1699999999997,0.0,6681.2513790130615,,,,,,,,,,,,,,,,151.57079554581804,91.43284087315891,314.62475895161657,1.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,37.0,0.0,1530.0,10.0,137.0,60844.0,0.0,232.76100001000046,232.76100001000046,0.0,6690.909364938736,,,,,,,,,,,,,,,,109.90583519582786,70.20433309692288,231.2784179096083,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,37.0,0.0,1633.0,11.0,103.0,60947.0,0.0,180.1020000100003,180.1020000100003,0.0,6698.272224903107,,,,,,,,,,,,,,,,83.23682042710536,53.97989026895079,179.2625870183027,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,38.0,0.0,0.0,0.0,169.0,61116.0,0.0,324.66899999999964,324.66899999999964,0.0,6777.386749505997,,,,72.783005,2.7010283,78.09981,68.40991,,,,,88.85054,41.16957,196.14233,32.244633,154.85013621580416,88.3985560298749,322.0842411220654,1.626,0.9418173,0.0,0.9418173,0.9418173,-1.5772313779358495e-17,0.9999999999999999,3.1109916702821585,-3.979901044520402,465.34607,83.37044,580.42676,-27.06785,72.84485,2.681252,78.13083,68.515915,-0.05253371,0.02163649,-0.021828363,-0.0965839,433.7776154098205,131.74923115972317,572.414906186418,1.000000082740371e-08,0.028535416,0.0,0.028535416,0.028535416,1.0158371,0.21679625,3.4224052,0.28019205,1.0011632,0.11710056,1.2,0.8
457,38.0,0.0,176.0,1.0,176.0,61292.0,0.0,359.6759999999992,359.6759999999992,0.0,6796.953958749771,,,,,,,,,,,,,,,,179.17034090222785,102.85321522070569,356.55825782590375,1.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,38.0,0.0,261.0,2.0,85.0,61377.0,0.0,152.7090000100002,152.7090000100002,0.0,6803.214612960815,,,,,,,,,,,,,,,,72.54363790884948,44.54949847653825,152.10758984675954,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,38.0,0.0,432.0,3.0,171.0,61548.0,0.0,305.7959999999997,305.7959999999997,0.0,6815.174525976181,,,,,,,,,,,,,,,,142.65949771328994,89.04763322340246,303.3868612752306,1.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,38.0,0.0,565.0,4.0,133.0,61681.0,0.0,258.2570000100004,258.2570000100004,0.0,6824.577928781509,,,,,,,,,,,,,,,,118.9051978610048,73.16044503791706,256.7012310015491,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,38.0,0.0,741.0,5.0,176.0,61857.0,0.0,344.55099999999936,344.55099999999936,0.0,6836.889630794525,,,,,,,,,,,,,,,,170.51563474803677,97.05947234294715,341.58408323675866,1.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,38.0,0.0,797.0,6.0,56.0,61913.0,0.0,94.93000001000007,94.93000001000007,0.0,6841.064234256744,,,,,,,,,,,,,,,,42.781952514921905,30.06960771760129,94.69989106502297,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,38.0,0.0,881.0,7.0,84.0,61997.0,0.0,153.45800001000018,153.45800001000018,0.0,6847.146612167358,,,,,,,,,,,,,,,,76.47950195652007,45.82884682846961,152.83085527909319,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,38.0,0.0,913.0,8.0,32.0,62029.0,0.0,54.28100000999997,54.28100000999997,0.0,6849.767711400986,,,,,,,,,,,,,,,,25.378951180993454,17.45569711415398,54.20520788700954,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,38.0,0.0,1083.0,9.0,170.0,62199.0,0.0,350.6699999999993,350.6699999999993,0.0,6861.654157876968,,,,,,,,,,,,,,,,172.29051156417313,101.87648798351084,347.77583888729816,3.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,38.0,0.0,1130.0,10.0,47.0,62246.0,0.0,76.17100001,76.17100001,0.0,6865.2914452552795,,,,,,,,,,,,,,,,35.10836689311962,22.53337500831054,76.01359204480686,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,38.0,0.0,1286.0,11.0,156.0,62402.0,0.0,264.2800000100002,264.2800000100002,0.0,6876.855138063431,,,,,,,,,,,,,,,,125.69987489012121,79.14747945945085,262.3453164933637,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
